StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q10 CONTROL,Q11 SPLIT,Q12 FREE ALLOCATION_1,Q12 FREE ALLOCATION_2,Q12 FREE ALLOCATION_5,Q14,Q44,Q29,Q30,Q51,Q52,Q52_4_TEXT,Q50,Q3,Q24 Sharma/Morwitz,Q15,Q16,Q17,Q25,Q26,Q46,Q47,Q48,Q49,Q39,Q40,Q41,Q42,Q20,Q21,Q22,Q23,Q27_1,Q28_1,Q28_2,Q28_3,PROLIFIC_PID,AMF
2024-02-29 17:09:18,2024-02-29 17:14:07,IP Address,47.230.131.117,100,289,True,2024-02-29 17:14:08,R_6QV0IqVtxlQ0cox,,,,,40.694,-73.9901,anonymous,EN,1,YES,,,33.3,33.3,33.4,10,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,61028ca81c75bd8c35ef8b54,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,79,79,79,79,61028ca81c75bd8c35ef8b54,Against Malaria Foundation
2024-02-29 17:09:53,2024-02-29 17:14:13,IP Address,71.195.40.77,100,259,True,2024-02-29 17:14:14,R_7t25ks4qxA9SKtz,,,,,44.8769,-93.2535,anonymous,EN,1,YES,,,70,20,10,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Male,,Asian,611e7f2c96e750505914a246,-,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,60,70,25,10,611e7f2c96e750505914a246,Against Malaria Foundation
2024-02-29 17:07:30,2024-02-29 17:14:23,IP Address,68.73.71.207,100,413,True,2024-02-29 17:14:24,R_6YdgFNf0DDD1Frb,,,,,31.8378,-106.538,anonymous,EN,1,YES,,,50,0,50,2,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,5fee0c90eb52700cd9752702,-,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,60,,30,30,5fee0c90eb52700cd9752702,Against Malaria Foundation
2024-02-29 17:09:43,2024-02-29 17:14:31,IP Address,209.137.205.243,100,288,True,2024-02-29 17:14:32,R_523BHLXNLJEWBlc,,,,,37.6478,-98.723,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,95,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,5a0229a5728b1b0001ad8b5b,-,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,71,70,,,5a0229a5728b1b0001ad8b5b,Against Malaria Foundation
2024-02-29 17:08:39,2024-02-29 17:14:41,IP Address,100.38.106.63,100,361,True,2024-02-29 17:14:41,R_6abD9dEuWivYJai,,,,,40.7005,-73.2407,anonymous,EN,0.8999999761581421,YES,Donate all to The Malaria Consortium,,,,,100,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,White or Caucasian,65e0c37cbc9f453bd91d179c,-,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,,,,,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,,,,,72,77,,,65e0c37cbc9f453bd91d179c,Against Malaria Foundation
2024-02-29 17:08:30,2024-02-29 17:14:46,IP Address,172.59.120.252,100,375,True,2024-02-29 17:14:46,R_7wA0aVCbNEszWlI,,,,,35.4312,-97.4934,anonymous,EN,1,YES,,Donate all to United to Beat Malaria,,,,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,Asian,65ad38a1b4da5762a8907fe5,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,100,,,100,65ad38a1b4da5762a8907fe5,Against Malaria Foundation
2024-02-29 17:11:58,2024-02-29 17:14:54,IP Address,172.59.160.135,100,176,True,2024-02-29 17:14:55,R_6aeOwdhb0lUiAOu,,,,,37.3512,-121.8846,anonymous,EN,1,YES,,Donate all to The Malaria Consortium,,,,50,Extremely important,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",25-34 years old,Female,,Black or African American,65c7ac1148aaedddc1b616d7,-,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,,,,,77,62,,,65c7ac1148aaedddc1b616d7,Against Malaria Foundation
2024-02-29 17:07:31,2024-02-29 17:14:55,IP Address,75.177.133.74,100,443,True,2024-02-29 17:14:55,R_5raxTM7zilbwoW5,,,,,35.7178,-78.8428,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,50,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",55-64 years old,Female,,White or Caucasian,6144f7e2bf25aad25ae610a1,-,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,52,,,58,6144f7e2bf25aad25ae610a1,Against Malaria Foundation
2024-02-29 17:13:16,2024-02-29 17:15:18,IP Address,67.255.242.72,100,122,True,2024-02-29 17:15:19,R_3YzCsscCFIUVd6f,,,,,42.963,-72.2929,anonymous,EN,1,YES,Donate all to United to Beat Malaria,,,,,20,Moderately important,$100 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,629e1dcac03690dc02e2859c,-,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,48,,,58,629e1dcac03690dc02e2859c,Against Malaria Foundation
2024-02-29 17:09:13,2024-02-29 17:15:26,IP Address,24.116.187.206,100,372,True,2024-02-29 17:15:27,R_6S4TwvCRdeJAPJv,,,,,30.4605,-89.0856,anonymous,EN,1,YES,,,33.5,33.5,33,20,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,Black or African American,62cc4627b5f80e3f1419b735,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,75,75,75,73,62cc4627b5f80e3f1419b735,Against Malaria Foundation
2024-02-29 17:07:21,2024-02-29 17:15:28,IP Address,68.199.66.16,100,486,True,2024-02-29 17:15:29,R_1yrxdYN8sGC1WqR,,,,,40.9451,-74.2531,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,50,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65+ years old,Female,,White or Caucasian,5c75f71175d4b900103fff7d,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,100,100,100,100,5c75f71175d4b900103fff7d,Against Malaria Foundation
2024-02-29 17:09:54,2024-02-29 17:15:48,IP Address,67.87.232.26,100,354,True,2024-02-29 17:15:49,R_7hGRjL5TVq2kbiH,,,,,40.8431,-73.2809,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,0,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,55d3586fda14d7000e9531d9,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,81,81,81,81,55d3586fda14d7000e9531d9,Against Malaria Foundation
2024-02-29 17:12:17,2024-02-29 17:16:04,IP Address,67.9.137.138,100,226,True,2024-02-29 17:16:04,R_6kaJMXt3gvgdaqV,,,,,27.7538,-82.7208,anonymous,EN,1,YES,,,100,0,0,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,White or Caucasian,57027c1f68c641000e0c8970,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,50,,50,,57027c1f68c641000e0c8970,Against Malaria Foundation
2024-02-29 17:08:45,2024-02-29 17:16:12,IP Address,75.172.6.222,100,447,True,2024-02-29 17:16:12,R_3sgKKdaAs8VCgRJ,,,,,47.6733,-122.3426,anonymous,EN,0.8999999761581421,YES,,,50,25,25,70,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,641779a940f0f882f36997b4,-,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,79,81,82,60,641779a940f0f882f36997b4,Against Malaria Foundation
2024-02-29 17:12:53,2024-02-29 17:16:44,IP Address,75.84.114.212,100,231,True,2024-02-29 17:16:44,R_6eyS4iZESweZNCh,,,,,33.9212,-118.1424,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,0,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Male,,American Indian/Native American or Alaska Native,5d094021c79e5a001a796b43,-,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,80,90,,,5d094021c79e5a001a796b43,Against Malaria Foundation
2024-02-29 17:11:37,2024-02-29 17:16:46,IP Address,70.163.234.35,100,308,True,2024-02-29 17:16:46,R_5Auw2rg9BFfXx17,,,,,33.1922,-111.5318,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,70,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Female,,White or Caucasian,615bbe1b45c3c2e904778bce,-,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,98,,92,,615bbe1b45c3c2e904778bce,Against Malaria Foundation
2024-02-29 17:11:36,2024-02-29 17:16:54,IP Address,76.91.48.138,100,318,True,2024-02-29 17:16:54,R_6PQWaEMzUHh0lGk,,,,,34.0141,-118.3983,anonymous,EN,1,YES,,,25,25,50,15,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,60fdc37ae5b20adeb125666b,-,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,61,67,66,68,60fdc37ae5b20adeb125666b,Against Malaria Foundation
2024-02-29 17:12:07,2024-02-29 17:17:18,IP Address,68.97.226.78,100,311,True,2024-02-29 17:17:18,R_1gmix4CmCxr0qRP,,,,,35.2025,-97.4835,anonymous,EN,1,YES,Donate all to The Malaria Consortium,,,,,10,Not at all important,$100 Amazon gift card,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Non-binary / third gender,,American Indian/Native American or Alaska Native,5d510396f6725b001a4fc025,-,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,15,40,,,5d510396f6725b001a4fc025,Against Malaria Foundation
2024-02-29 17:12:22,2024-02-29 17:17:30,IP Address,99.67.138.16,100,307,True,2024-02-29 17:17:31,R_7eNK1kIlFu3fdDz,,,,,42.9285,-83.6332,anonymous,EN,1,YES,,,50,25,25,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,647652cb5644044df439e1fb,-,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,100,84,100,93,647652cb5644044df439e1fb,Against Malaria Foundation
2024-02-29 17:14:05,2024-02-29 17:17:32,IP Address,172.88.74.88,100,207,True,2024-02-29 17:17:33,R_5RdYVoSNqgkouyc,,,,,32.9661,-117.1202,anonymous,EN,1,YES,,Donate all to Against Malaria Foundation,,,,60,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,White or Caucasian,65790cd4752e560a8fbaf77c,-,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,,,,,,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,74,,65790cd4752e560a8fbaf77c,Against Malaria Foundation
2024-02-29 17:12:37,2024-02-29 17:17:35,IP Address,162.228.119.17,100,298,True,2024-02-29 17:17:36,R_1EMg6uAex8SWhmO,,,,,33.1661,-117.0932,anonymous,EN,1,YES,,,60,30,10,30,Not at all important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,"White or Caucasian,Asian",60f8a180dbb3f67eee369e63,-,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30,30,40,15,60f8a180dbb3f67eee369e63,Against Malaria Foundation
2024-02-29 17:10:40,2024-02-29 17:17:38,IP Address,104.58.227.60,100,417,True,2024-02-29 17:17:39,R_11achd4SDBSe7iz,,,,,31.1256,-93.1736,anonymous,EN,1,YES,,Split donation equally among the three charities,,,,20,Extremely important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",45-54 years old,Female,,Black or African American,5bf408f7f35e0c000101693a,Very much so,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100,99,100,100,5bf408f7f35e0c000101693a,Against Malaria Foundation
2024-02-29 17:14:56,2024-02-29 17:17:58,IP Address,98.197.70.210,100,181,True,2024-02-29 17:17:58,R_51iafVp4inM3rXH,,,,,29.5799,-95.6085,anonymous,EN,0.800000011920929,YES,,,25,50,25,25,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,655f9580ccb3840f6a221366,-,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,25,25,25,25,655f9580ccb3840f6a221366,Against Malaria Foundation
2024-02-29 17:13:12,2024-02-29 17:18:04,IP Address,72.69.109.53,100,291,True,2024-02-29 17:18:04,R_5q9PAstswdtFiyC,,,,,40.5795,-73.9889,anonymous,EN,0.8999999761581421,YES,,,33,33,34,10,Slightly important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Female,,Asian,60bc38931b526e2f38268207,-,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,73,50,50,50,60bc38931b526e2f38268207,Against Malaria Foundation
2024-02-29 17:13:56,2024-02-29 17:18:04,IP Address,174.202.34.32,100,248,True,2024-02-29 17:18:05,R_3dtBGqxAMydNnjg,,,,,39.6757,-86.0694,anonymous,EN,1,YES,,,10,40,50,50,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",35-44 years old,Female,,White or Caucasian,5c06bdc1619b1d00016a25cd,-,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,90,81,97,94,5c06bdc1619b1d00016a25cd,Against Malaria Foundation
2024-02-29 17:15:42,2024-02-29 17:18:32,IP Address,99.183.188.138,100,170,True,2024-02-29 17:18:33,R_7HN3FW2CSrpvGKm,,,,,41.3154,-81.6215,anonymous,EN,1,YES,Donate all to Against Malaria Foundation,,,,,20,Very important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",25-34 years old,Male,,White or Caucasian,5fff542aeed8c2065133114e,-,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,95,,95,,5fff542aeed8c2065133114e,Against Malaria Foundation
2024-02-29 17:15:32,2024-02-29 17:18:34,IP Address,71.46.230.51,100,182,True,2024-02-29 17:18:35,R_7pbtB0extMP1Rra,,,,,28.3939,-81.4216,anonymous,EN,0.699999988079071,YES,Donate all to United to Beat Malaria,,,,,20,Moderately important,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",18-24 years old,Male,,White or Caucasian,5ef90b249bafa50a311593ae,-,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,50,,,50,5ef90b249bafa50a311593ae,Against Malaria Foundation
