StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2,Q7,Q8,Q9,Q10,Q10_4_TEXT,Q11,Q12,Q14,Q15,Q16_1,Q16_5,Q18,Q19,Q20,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q31_1,Q66_1,Q66_2,Q33,Q34,PROLIFIC_PID
2024-04-04 16:36:20,2024-04-04 16:40:15,IP Address,73.0.173.182,100,235,True,2024-04-04 16:40:16,R_63eyv9RI7DP8VQW,,,,,26.1522,-80.3153,anonymous,EN,0.8999999761581421,YES,50,Very important,35-44 years old,Female,,White or Caucasian,65f5d9e78f857b18713235a6,,,100,0,Strongly agree,Somewhat disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,65,75,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65f5d9e78f857b18713235a6
2024-04-04 16:36:33,2024-04-04 16:40:25,IP Address,98.10.81.237,100,232,True,2024-04-04 16:40:26,R_3DNNyyVDvCAQqod,,,,,42.7368,-78.8358,anonymous,EN,0.800000011920929,YES,60,Very important,25-34 years old,Female,,White or Caucasian,60feddab2db9528af033d65f,,Donate all to Against Malaria Foundation,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,,,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,86,80,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",60feddab2db9528af033d65f
2024-04-04 16:32:00,2024-04-04 16:40:30,IP Address,74.196.49.152,100,509,True,2024-04-04 16:40:30,R_7Z6BCtuLHAkA12x,,,,,35.5886,-77.1452,anonymous,EN,0.8999999761581421,YES,100,Very important,25-34 years old,Female,,White or Caucasian,65f89d297fc6f6212c9c483a,,Split donation equally among both the charities,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,90,90,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65f89d297fc6f6212c9c483a
2024-04-04 16:38:17,2024-04-04 16:40:35,IP Address,73.222.115.165,100,137,True,2024-04-04 16:40:35,R_1GDBW5nGCuLCFm9,,,,,37.4043,-122.0748,anonymous,EN,0.8999999761581421,YES,5,Moderately important,25-34 years old,Male,,American Indian/Native American or Alaska Native,65b67d694e4470060789b82c,Donate all to Against Malaria Foundation,,,,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,49,51,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65b67d694e4470060789b82c
2024-04-04 16:38:08,2024-04-04 16:40:37,IP Address,104.15.129.234,100,149,True,2024-04-04 16:40:38,R_2zimNcg35YLXWPK,,,,,30.3361,-97.9842,anonymous,EN,1,YES,5,Very important,25-34 years old,Male,,White or Caucasian,63d400b4806de850e8b9ceaf,Donate all to Against Malaria Foundation,,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,67,69,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63d400b4806de850e8b9ceaf
2024-04-04 16:37:40,2024-04-04 16:40:38,IP Address,174.68.160.180,100,178,True,2024-04-04 16:40:39,R_32J78LGkhDvPgxZ,,,,,35.9937,-115.2867,anonymous,EN,1,YES,10,Very important,25-34 years old,Female,,White or Caucasian,6104c9954ebe1d41cf1c3d9f,Donate all to Against Malaria Foundation,,,,Somewhat disagree,Strongly disagree,Somewhat agree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,87,88,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6104c9954ebe1d41cf1c3d9f
2024-04-04 16:39:09,2024-04-04 16:40:42,IP Address,129.222.85.54,100,92,True,2024-04-04 16:40:42,R_3Ows856bczHBxBG,,,,,33.7485,-84.3871,anonymous,EN,0.8999999761581421,YES,0,Not at all important,45-54 years old,Male,,White or Caucasian,65bec89a4eebc30b9d900e99,,,,,,,,,,,,,,,,,,,,,65bec89a4eebc30b9d900e99
2024-04-04 16:37:22,2024-04-04 16:40:52,IP Address,206.255.160.109,100,210,True,2024-04-04 16:40:53,R_28QUOjiqRcDj83f,,,,,35.0081,-90.7768,anonymous,EN,1,YES,10,Very important,35-44 years old,Male,,White or Caucasian,584c1e1f69b36600018ff959,Donate all to United to Beat Malaria,,,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,,36,,61,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",584c1e1f69b36600018ff959
2024-04-04 16:38:43,2024-04-04 16:41:10,IP Address,96.41.65.103,100,147,True,2024-04-04 16:41:11,R_5NweIxsSCh9qvfD,,,,,33.784,-118.1854,anonymous,EN,0.800000011920929,YES,5,Moderately important,25-34 years old,Male,,Asian,63ea55fe1aee6acc422270f0,,Donate all to Against Malaria Foundation,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,50,55,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63ea55fe1aee6acc422270f0
2024-04-04 16:39:11,2024-04-04 16:41:33,IP Address,184.170.75.50,100,142,True,2024-04-04 16:41:33,R_6nCKkgYW5aIooJm,,,,,37.0886,-77.9819,anonymous,EN,0.8999999761581421,YES,0,Moderately important,18-24 years old,Male,,White or Caucasian,63179fe6d8b52834c9c8f5f7,,,,,,,,,,,,,,,,,,,,,63179fe6d8b52834c9c8f5f7
2024-04-04 16:37:08,2024-04-04 16:41:59,IP Address,71.171.120.180,100,290,True,2024-04-04 16:42:00,R_2d46CLK13dFQaqm,,,,,38.271,-77.5495,anonymous,EN,1,YES,25,Moderately important,35-44 years old,Non-binary / third gender,,White or Caucasian,6598283780cc3628d06fa334,Donate all to Against Malaria Foundation,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25,25,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6598283780cc3628d06fa334
2024-04-04 16:40:12,2024-04-04 16:42:02,IP Address,172.127.94.120,100,110,True,2024-04-04 16:42:03,R_18zzrHatxotZ7vX,,,,,33.8782,-117.9567,anonymous,EN,0.800000011920929,YES,100,Very important,55-64 years old,Female,,Black or African American,5ea37444a2f5032f60f2bae1,,Split donation equally among both the charities,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,49,51,51,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5ea37444a2f5032f60f2bae1
2024-04-04 16:40:25,2024-04-04 16:42:13,IP Address,50.38.35.145,100,107,True,2024-04-04 16:42:14,R_66JvfnXgFS8jWG5,,,,,45.4549,-122.8017,anonymous,EN,0.8999999761581421,YES,5,Very important,45-54 years old,Male,,White or Caucasian,6430c599f0887cb443f8da9a,,,50,50,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,72,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",6430c599f0887cb443f8da9a
2024-04-04 16:38:56,2024-04-04 16:42:23,IP Address,73.101.212.57,100,206,True,2024-04-04 16:42:23,R_1BS2tPblQsEKviq,,,,,40.0794,-76.3141,anonymous,EN,0.8999999761581421,YES,20,Moderately important,35-44 years old,Female,,"White or Caucasian,American Indian/Native American or Alaska Native",655e0aa9d8c237acf8d52109,,,0,100,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,100,,90,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",655e0aa9d8c237acf8d52109
2024-04-04 16:39:09,2024-04-04 16:42:25,IP Address,174.211.225.208,100,195,True,2024-04-04 16:42:25,R_2ekgug6tsU1spPj,,,,,28.6344,-81.6221,anonymous,EN,1,YES,40,Extremely important,35-44 years old,Female,,White or Caucasian,660c52ebf66e00f5ef19cd7d,,Split donation equally among both the charities,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,99,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660c52ebf66e00f5ef19cd7d
2024-04-04 16:39:53,2024-04-04 16:42:31,IP Address,172.56.232.15,100,158,True,2024-04-04 16:42:32,R_1KvwO00nNVqdQiL,,,,,34.024,-118.1965,anonymous,EN,0.8999999761581421,YES,50,Very important,18-24 years old,Male,,Asian,65cbb90f5942e262b10b2b90,,Donate all to United to Beat Malaria,,,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,44,,63,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65cbb90f5942e262b10b2b90
2024-04-04 16:39:37,2024-04-04 16:42:36,IP Address,71.59.243.4,100,179,True,2024-04-04 16:42:37,R_1j80i7VbN9PD0Ac,,,,,45.461,-122.7052,anonymous,EN,1,YES,10,Very important,55-64 years old,Non-binary / third gender,,White or Caucasian,654c1c56d6753c97aee29f70,,,100,0,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,80,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",654c1c56d6753c97aee29f70
2024-04-04 16:40:37,2024-04-04 16:42:42,IP Address,76.150.203.199,100,124,True,2024-04-04 16:42:42,R_1zzM1nEofK3KZIp,,,,,42.1643,-88.3124,anonymous,EN,1,YES,0,Extremely important,45-54 years old,Prefer not to say,,Prefer not to say,5a95976f1ade740001b8cb2b,,,,,,,,,,,,,,,,,,,,,5a95976f1ade740001b8cb2b
2024-04-04 16:38:29,2024-04-04 16:42:47,IP Address,172.56.182.43,100,257,True,2024-04-04 16:42:47,R_2q3RN0LJCNgiVUR,,,,,34.0772,-117.4506,anonymous,EN,1,YES,0,Slightly important,35-44 years old,Female,,White or Caucasian,65e6593917a286c6ea84fce0,,,,,,,,,,,,,,,,,,,,,65e6593917a286c6ea84fce0
2024-04-04 16:29:10,2024-04-04 16:42:48,IP Address,47.157.238.109,100,818,True,2024-04-04 16:42:49,R_1CJinAobVNUx3Qc,,,,,34.5302,-117.2135,anonymous,EN,0.8999999761581421,YES,10,Slightly important,18-24 years old,Female,,White or Caucasian,65e5a1397a03c64864e96c3e,,,50,50,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,24,21,20,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65e5a1397a03c64864e96c3e
2024-04-04 16:37:55,2024-04-04 16:42:49,IP Address,173.3.125.146,100,293,True,2024-04-04 16:42:49,R_1gpuHLwIbOEjPCp,,,,,40.6368,-74.0005,anonymous,EN,0.8999999761581421,YES,30,Extremely important,25-34 years old,Female,,Asian,65655de83d1d53cd53c50078,,,25,75,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,80,82,67,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65655de83d1d53cd53c50078
2024-04-04 16:38:49,2024-04-04 16:43:32,IP Address,107.11.124.238,100,282,True,2024-04-04 16:43:33,R_2g7EYlegBayKzGp,,,,,39.5335,-84.3057,anonymous,EN,0.8999999761581421,YES,1,Extremely important,35-44 years old,Female,,White or Caucasian,65d9dc399b76bb30d1229c88,,,20,80,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,100,83,75,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65d9dc399b76bb30d1229c88
2024-04-04 16:40:00,2024-04-04 16:43:35,IP Address,45.16.177.236,100,214,True,2024-04-04 16:43:35,R_7mE4muJzKS7F3gx,,,,,42.1124,-87.979,anonymous,EN,0.8999999761581421,YES,1,Slightly important,55-64 years old,Male,,White or Caucasian,5cb1cd86637a05000187532b,,Split donation equally among both the charities,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,18,16,16,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5cb1cd86637a05000187532b
2024-04-04 16:41:21,2024-04-04 16:43:58,IP Address,172.5.248.32,100,156,True,2024-04-04 16:43:58,R_2Mr5tPxaH1DX3tT,,,,,38.5559,-121.7391,anonymous,EN,0.8999999761581421,YES,50,Very important,45-54 years old,Female,,White or Caucasian,63d81bc7c218d6206ae6689b,,Split donation equally among both the charities,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,78,71,71,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63d81bc7c218d6206ae6689b
2024-04-04 16:41:42,2024-04-04 16:44:27,IP Address,76.29.111.76,100,165,True,2024-04-04 16:44:28,R_2hMePesSIbjGU8B,,,,,39.8685,-85.969,anonymous,EN,1,YES,50,Very important,55-64 years old,Female,,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native,Other",63893361eb75b9bdcee7cc27,,Split donation equally among both the charities,,,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,100,100,100,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",63893361eb75b9bdcee7cc27
2024-04-04 16:42:07,2024-04-04 16:44:33,IP Address,47.147.74.88,100,146,True,2024-04-04 16:44:34,R_7KAuVImdoPtx7fh,,,,,33.8321,-118.1739,anonymous,EN,0.8999999761581421,YES,10,Slightly important,25-34 years old,Male,,Black or African American,5fc6ff902ee4372475162887,,Split donation equally among both the charities,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,81,84,84,$100 Prolific bonus,"No, when I made my decision I did not believe that my decision could have consequences involving real money",5fc6ff902ee4372475162887
2024-04-04 16:42:06,2024-04-04 16:44:39,IP Address,75.220.179.61,100,152,True,2024-04-04 16:44:39,R_7ASTlfLptVqu38R,,,,,28.0973,-82.7001,anonymous,EN,1,YES,50,Moderately important,25-34 years old,Female,,White or Caucasian,60ff3b4b49cf56250d170cc6,,Donate all to Against Malaria Foundation,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100,100,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",60ff3b4b49cf56250d170cc6
2024-04-04 16:41:29,2024-04-04 16:44:39,IP Address,71.62.246.109,100,190,True,2024-04-04 16:44:40,R_432njJfDsv2BepQ,,,,,38.5083,-77.9943,anonymous,EN,1,YES,80,Extremely important,45-54 years old,Female,,White or Caucasian,65313ce1f99d9a35b6e90a7f,Donate all to Against Malaria Foundation,,,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,60,60,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65313ce1f99d9a35b6e90a7f
2024-04-04 16:40:33,2024-04-04 16:44:42,IP Address,66.24.122.245,100,248,True,2024-04-04 16:44:42,R_1EoSbusfbJ0v930,,,,,42.143,-77.0457,anonymous,EN,1,YES,45,Very important,65+ years old,Male,,White or Caucasian,5c068b50daea63000120146f,,Donate all to Against Malaria Foundation,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,90,76,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",5c068b50daea63000120146f
2024-04-04 16:33:18,2024-04-04 16:44:48,IP Address,47.37.181.162,100,690,True,2024-04-04 16:44:48,R_2kNCWYYbQFg3OtS,,,,,33.8681,-118.1831,anonymous,EN,1,YES,5,Moderately important,45-54 years old,Female,,White or Caucasian,60bc2284cfc4b7c2ab9cacdb,,Donate all to Against Malaria Foundation,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,26,51,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",60bc2284cfc4b7c2ab9cacdb
2024-04-04 16:43:41,2024-04-04 16:44:58,IP Address,76.234.140.39,100,77,True,2024-04-04 16:44:59,R_1tVwCcnEecEm6LT,,,,,41.6018,-81.5257,anonymous,EN,0.8999999761581421,YES,0,Very important,25-34 years old,Male,,Asian,5b67735c05753f00016b54ab,,,,,,,,,,,,,,,,,,,,,5b67735c05753f00016b54ab
2024-04-04 16:33:23,2024-04-04 16:45:06,IP Address,73.134.217.32,100,703,True,2024-04-04 16:45:07,R_5efCwZckkUdFr2h,,,,,38.8579,-77.0602,anonymous,EN,0.8999999761581421,YES,50,Very important,18-24 years old,Male,,White or Caucasian,660b0f0e6dbf4e0594a72593,,,100,0,Strongly agree,Somewhat agree,Strongly agree,,,,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,64,66,,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",660b0f0e6dbf4e0594a72593
2024-04-04 16:42:19,2024-04-04 16:45:11,IP Address,73.234.176.82,100,172,True,2024-04-04 16:45:11,R_7eqKlUxtPgcFpWs,,,,,42.8637,-71.5132,anonymous,EN,1,YES,25,Slightly important,25-34 years old,Female,,White or Caucasian,645ba4996f54b53de4020c00,,Split donation equally among both the charities,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,51,51,51,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",645ba4996f54b53de4020c00
2024-04-04 16:42:01,2024-04-04 16:45:12,IP Address,104.9.176.41,100,191,True,2024-04-04 16:45:12,R_3EG9rUOggrcEzcY,,,,,43.6381,-84.2029,anonymous,EN,1,YES,25,Moderately important,18-24 years old,Female,,Asian,65cb688067ed6edb5408bf6e,,Split donation equally among both the charities,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,70,55,55,$100 Prolific bonus,"Yes, when I made my decision I assumed that it could have consequences involving real money",65cb688067ed6edb5408bf6e
